original_movieId,reindexed_movieId,title,genres
1608,983,Air Force One (1997),Action|Thriller
1616,984,"Peacemaker, The (1997)",Action|Thriller|War
1687,985,"Jackal, The (1997)",Action|Thriller
1693,986,Amistad (1997),Drama|Mystery
1721,987,Titanic (1997),Drama|Romance
1840,988,He Got Game (1998),Drama
1882,989,Godzilla (1998),Action|Sci-Fi|Thriller
1918,990,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
2002,991,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
2027,992,Jane Austen's Mafia! (1998),Comedy|Crime
1357,993,Shine (1996),Drama|Romance
1405,994,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
1876,995,Deep Impact (1998),Drama|Sci-Fi|Thriller
2072,996,"'burbs, The (1989)",Comedy
2100,997,Splash (1984),Comedy|Fantasy|Romance
2421,998,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2485,999,She's All That (1999),Comedy|Romance
2572,1000,10 Things I Hate About You (1999),Comedy|Romance
2581,1001,Never Been Kissed (1999),Comedy|Romance
2694,1002,Big Daddy (1999),Comedy
3668,1003,Romeo and Juliet (1968),Drama|Romance
305,1004,Ready to Wear (Pret-A-Porter) (1994),Comedy
1173,1005,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
1590,1006,Event Horizon (1997),Horror|Sci-Fi|Thriller
1619,1007,Seven Years in Tibet (1997),Adventure|Drama|War
1639,1008,Chasing Amy (1997),Comedy|Drama|Romance
2541,1009,Cruel Intentions (1999),Drama
3300,1010,Pitch Black (2000),Horror|Sci-Fi|Thriller
3409,1011,Final Destination (2000),Drama|Thriller
3513,1012,Rules of Engagement (2000),Drama|Thriller
3624,1013,Shanghai Noon (2000),Action|Adventure|Comedy|Western
3717,1014,Gone in 60 Seconds (2000),Action|Crime
3753,1015,"Patriot, The (2000)",Action|Drama|War
3798,1016,What Lies Beneath (2000),Drama|Horror|Mystery
3827,1017,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
3863,1018,"Cell, The (2000)",Drama|Horror|Thriller
3893,1019,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
3952,1020,"Contender, The (2000)",Drama|Thriller
4011,1021,Snatch (2000),Comedy|Crime|Thriller
4148,1022,Hannibal (2001),Horror|Thriller
193,1023,Showgirls (1995),Drama
448,1024,Fearless (1993),Drama
784,1025,"Cable Guy, The (1996)",Comedy|Thriller
172,1026,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
858,1027,"Godfather, The (1972)",Crime|Drama
1200,1028,Aliens (1986),Action|Adventure|Horror|Sci-Fi
1347,1029,"Nightmare on Elm Street, A (1984)",Horror|Thriller
1527,1030,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
1653,1031,Gattaca (1997),Drama|Sci-Fi|Thriller
1909,1032,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
2001,1033,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
2081,1034,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
2085,1035,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
2278,1036,Ronin (1998),Action|Crime|Thriller
3156,1037,Bicentennial Man (1999),Drama|Romance|Sci-Fi
3499,1038,Misery (1990),Drama|Horror|Thriller
3510,1039,Frequency (2000),Drama|Thriller
3535,1040,American Psycho (2000),Crime|Horror|Mystery|Thriller
3555,1041,U-571 (2000),Action|Thriller|War
4022,1042,Cast Away (2000),Drama
4720,1043,"Others, The (2001)",Drama|Horror|Mystery|Thriller
5971,1044,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy
6502,1045,28 Days Later (2002),Action|Horror|Sci-Fi
7254,1046,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller
7438,1047,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
8644,1048,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller
48304,1049,Apocalypto (2006),Adventure|Drama|Thriller
48774,1050,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
48780,1051,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
50872,1052,Ratatouille (2007),Animation|Children|Drama
56174,1053,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX
59315,1054,Iron Man (2008),Action|Adventure|Sci-Fi
60069,1055,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
63859,1056,Bolt (2008),Action|Adventure|Animation|Children|Comedy
64614,1057,Gran Torino (2008),Crime|Drama
68237,1058,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
69757,1059,(500) Days of Summer (2009),Comedy|Drama|Romance
70286,1060,District 9 (2009),Mystery|Sci-Fi|Thriller
71057,1061,9 (2009),Adventure|Animation|Sci-Fi
71264,1062,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX
84152,1063,Limitless (2011),Sci-Fi|Thriller
84954,1064,"Adjustment Bureau, The (2011)",Romance|Sci-Fi|Thriller
85414,1065,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller
89745,1066,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX
91500,1067,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller
94864,1068,Prometheus (2012),Action|Horror|Sci-Fi|IMAX
96610,1069,Looper (2012),Action|Crime|Sci-Fi
101864,1070,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX
103249,1071,World War Z (2013),Action|Drama|Horror|IMAX
104841,1072,Gravity (2013),Action|Sci-Fi|IMAX
105504,1073,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX
110102,1074,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX
111759,1075,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX
112556,1076,Gone Girl (2014),Drama|Thriller
112852,1077,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
115149,1078,John Wick (2014),Action|Thriller
120466,1079,Chappie (2015),Action|Thriller
122886,1080,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX
122904,1081,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi
122922,1082,Doctor Strange (2016),Action|Adventure|Sci-Fi
122924,1083,X-Men: Apocalypse (2016),Action|Adventure|Fantasy|Sci-Fi
134130,1084,The Martian (2015),Adventure|Drama|Sci-Fi
134853,1085,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
143385,1086,Bridge of Spies (2015),Drama|Thriller
152077,1087,10 Cloverfield Lane (2016),Thriller
152081,1088,Zootopia (2016),Action|Adventure|Animation|Children|Comedy
158872,1089,Sausage Party (2016),Animation|Comedy
160980,1090,Sully (2016),Drama
166528,1091,Rogue One: A Star Wars Story (2016),Action|Adventure|Fantasy|Sci-Fi
166635,1092,Passengers (2016),Adventure|Drama|Romance|Sci-Fi
111,1093,Taxi Driver (1976),Crime|Drama|Thriller
541,1094,Blade Runner (1982),Action|Sci-Fi|Thriller
678,1095,Some Folks Call It a Sling Blade (1993),Drama|Thriller
745,1096,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
913,1097,"Maltese Falcon, The (1941)",Film-Noir|Mystery
1147,1098,When We Were Kings (1996),Documentary
1148,1099,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
1186,1100,"Sex, Lies, and Videotape (1989)",Drama
1193,1101,One Flew Over the Cuckoo's Nest (1975),Drama
1201,1102,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
1207,1103,To Kill a Mockingbird (1962),Drama
1223,1104,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
1230,1105,Annie Hall (1977),Comedy|Romance
1252,1106,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1260,1107,M (1931),Crime|Film-Noir|Thriller
1261,1108,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
1267,1109,"Manchurian Candidate, The (1962)",Crime|Thriller|War
1276,1110,Cool Hand Luke (1967),Drama
1281,1111,"Great Dictator, The (1940)",Comedy|Drama|War
1299,1112,"Killing Fields, The (1984)",Drama|War
1680,1113,Sliding Doors (1998),Drama|Romance
2490,1114,Payback (1999),Action|Thriller
2707,1115,Arlington Road (1999),Thriller
2723,1116,Mystery Men (1999),Action|Comedy|Fantasy
3000,1117,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
3022,1118,"General, The (1926)",Comedy|War
3108,1119,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
3174,1120,Man on the Moon (1999),Comedy|Drama
3429,1121,Creature Comforts (1989),Animation|Comedy
3683,1122,Blood Simple (1984),Crime|Drama|Film-Noir
3741,1123,Badlands (1973),Crime|Drama|Thriller
4878,1124,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
4973,1125,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
5782,1126,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller
6350,1127,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
7099,1128,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi
7361,1129,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
27611,1130,Battlestar Galactica (2003),Drama|Sci-Fi|War
27773,1131,Old Boy (2003),Mystery|Thriller
48394,1132,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
78499,1133,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
1036,1134,Die Hard (1988),Action|Crime|Thriller
1209,1135,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
1221,1136,"Godfather: Part II, The (1974)",Crime|Drama
1228,1137,Raging Bull (1980),Drama
1234,1138,"Sting, The (1973)",Comedy|Crime
1375,1139,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
2194,1140,"Untouchables, The (1987)",Action|Crime|Drama
3039,1141,Trading Places (1983),Comedy
3263,1142,White Men Can't Jump (1992),Comedy|Drama
3435,1143,Double Indemnity (1944),Crime|Drama|Film-Noir
3681,1144,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
4571,1145,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
6016,1146,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
6870,1147,Mystic River (2003),Crime|Drama|Mystery
7482,1148,Enter the Dragon (1973),Action|Crime
31658,1149,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
64839,1150,"Wrestler, The (2008)",Drama
68358,1151,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX
80463,1152,"Social Network, The (2010)",Drama
81932,1153,"Fighter, The (2010)",Drama
82459,1154,True Grit (2010),Western
431,1155,Carlito's Way (1993),Crime|Drama
442,1156,Demolition Man (1993),Action|Adventure|Sci-Fi
555,1157,True Romance (1993),Crime|Thriller
653,1158,Dragonheart (1996),Action|Adventure|Fantasy
778,1159,Trainspotting (1996),Comedy|Crime|Drama
1020,1160,Cool Runnings (1993),Comedy
1059,1161,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
1212,1162,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
1227,1163,Once Upon a Time in America (1984),Crime|Drama
1245,1164,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
1356,1165,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1374,1166,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
1544,1167,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1729,1168,Jackie Brown (1997),Crime|Drama|Thriller
1924,1169,Plan 9 from Outer Space (1959),Horror|Sci-Fi
1961,1170,Rain Man (1988),Drama
2184,1171,"Trouble with Harry, The (1955)",Comedy|Mystery
2409,1172,Rocky II (1979),Action|Drama
2410,1173,Rocky III (1982),Action|Drama
2411,1174,Rocky IV (1985),Action|Drama
2412,1175,Rocky V (1990),Action|Drama
2420,1176,"Karate Kid, The (1984)",Drama
2422,1177,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
2706,1178,American Pie (1999),Comedy|Romance
2918,1179,Ferris Bueller's Day Off (1986),Comedy
2951,1180,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
2953,1181,Home Alone 2: Lost in New York (1992),Children|Comedy
3081,1182,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
3257,1183,"Bodyguard, The (1992)",Drama|Romance|Thriller
3275,1184,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
3462,1185,Modern Times (1936),Comedy|Drama|Romance
3751,1186,Chicken Run (2000),Animation|Children|Comedy
3785,1187,Scary Movie (2000),Comedy|Horror
3896,1188,"Way of the Gun, The (2000)",Crime|Thriller
4007,1189,Wall Street (1987),Drama
4262,1190,Scarface (1983),Action|Crime|Drama
4327,1191,"Magnificent Seven, The (1960)",Adventure|Western
4383,1192,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller
4728,1193,Rat Race (2001),Comedy
4816,1194,Zoolander (2001),Comedy
5008,1195,Witness for the Prosecution (1957),Drama|Mystery|Thriller
5120,1196,Sleuth (1972),Comedy|Mystery|Thriller
5266,1197,Panic Room (2002),Thriller
5418,1198,"Bourne Identity, The (2002)",Action|Mystery|Thriller
5574,1199,"Transporter, The (2002)",Action|Crime
5608,1200,"Das Experiment (Experiment, The) (2001)",Drama|Thriller
5669,1201,Bowling for Columbine (2002),Documentary
5679,1202,"Ring, The (2002)",Horror|Mystery|Thriller
5903,1203,Equilibrium (2002),Action|Sci-Fi|Thriller
5944,1204,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller
5995,1205,"Pianist, The (2002)",Drama|War
6287,1206,Anger Management (2003),Comedy
6300,1207,Flickering Lights (Blinkende lygter) (2000),Action|Comedy|Crime
6373,1208,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
6378,1209,"Italian Job, The (2003)",Action|Crime
6440,1210,Barton Fink (1991),Drama|Thriller
6548,1211,Bad Boys II (2003),Action|Comedy|Crime|Thriller
6709,1212,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller
6787,1213,All the President's Men (1976),Drama|Thriller
6807,1214,Monty Python's The Meaning of Life (1983),Comedy
6888,1215,Scary Movie 3 (2003),Comedy|Horror
7018,1216,Presumed Innocent (1990),Crime|Drama|Thriller
7147,1217,Big Fish (2003),Drama|Fantasy|Romance
7317,1218,EuroTrip (2004),Adventure|Comedy
7318,1219,"Passion of the Christ, The (2004)",Drama
7323,1220,"Good bye, Lenin! (2003)",Comedy|Drama
7373,1221,Hellboy (2004),Action|Adventure|Fantasy|Horror
7753,1222,Tuesdays with Morrie (1999),Drama
7843,1223,Lammbock (2001),Comedy
8117,1224,In China They Eat Dogs (I Kina spiser de hunde) (1999),Action|Comedy
8361,1225,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller
8641,1226,Anchorman: The Legend of Ron Burgundy (2004),Comedy
8784,1227,Garden State (2004),Comedy|Drama|Romance
8917,1228,Team America: World Police (2004),Action|Adventure|Animation|Comedy
8950,1229,The Machinist (2004),Drama|Mystery|Thriller
26444,1230,"Hitch Hikers Guide to the Galaxy, The (1981)",Adventure|Comedy|Sci-Fi
26614,1231,"Bourne Identity, The (1988)",Action|Adventure|Drama|Mystery|Thriller
27689,1232,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",Action|Crime|Thriller
27716,1233,"Green Butchers, The (Grønne slagtere, De) (2003)",Comedy|Crime|Drama|Romance
27831,1234,Layer Cake (2004),Crime|Drama|Thriller
27878,1235,Born into Brothels (2004),Documentary
30793,1236,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
32460,1237,Knockin' on Heaven's Door (1997),Action|Comedy|Crime|Drama
33004,1238,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi
33615,1239,Madagascar (2005),Adventure|Animation|Children|Comedy
34150,1240,Fantastic Four (2005),Action|Adventure|Sci-Fi
34405,1241,Serenity (2005),Action|Adventure|Sci-Fi
36519,1242,Transporter 2 (2005),Action|Crime|Thriller
36529,1243,Lord of War (2005),Action|Crime|Drama|Thriller|War
37386,1244,Aeon Flux (2005),Action|Sci-Fi
37729,1245,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
37733,1246,"History of Violence, A (2005)",Action|Crime|Drama|Thriller
38038,1247,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
38061,1248,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
44022,1249,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy
44191,1250,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
44199,1251,Inside Man (2006),Crime|Drama|Thriller
44555,1252,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller
44665,1253,Lucky Number Slevin (2006),Crime|Drama|Mystery
45722,1254,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
46578,1255,Little Miss Sunshine (2006),Adventure|Comedy|Drama
46965,1256,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller
47200,1257,Crank (2006),Action|Thriller
47491,1258,Adam's Apples (Adams æbler) (2005),Comedy|Drama
49651,1259,Rocky Balboa (2006),Action|Drama
51357,1260,Citizen X (1995),Crime|Drama|Thriller
51540,1261,Zodiac (2007),Crime|Drama|Thriller
52604,1262,Fracture (2007),Crime|Drama|Mystery|Thriller
53125,1263,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy
53129,1264,Mr. Brooks (2007),Crime|Drama|Thriller
53318,1265,Cashback (2006),Comedy|Drama|Romance
53464,1266,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
53972,1267,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller
53996,1268,Transformers (2007),Action|Sci-Fi|Thriller|IMAX
54272,1269,"Simpsons Movie, The (2007)",Animation|Comedy
55118,1270,Eastern Promises (2007),Crime|Drama|Thriller
55247,1271,Into the Wild (2007),Action|Adventure|Drama
55276,1272,Michael Clayton (2007),Drama|Thriller
55290,1273,Gone Baby Gone (2007),Crime|Drama|Mystery
55765,1274,American Gangster (2007),Crime|Drama|Thriller
56757,1275,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller
57528,1276,Rambo (Rambo 4) (2008),Action|Drama|Thriller|War
57640,1277,Hellboy II: The Golden Army (2008),Action|Adventure|Fantasy|Sci-Fi
57669,1278,In Bruges (2008),Comedy|Crime|Drama|Thriller
58295,1279,"Bank Job, The (2008)",Action|Crime|Thriller
58299,1280,Horton Hears a Who! (2008),Adventure|Animation|Children|Comedy
59615,1281,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi
59784,1282,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX
60040,1283,"Incredible Hulk, The (2008)",Action|Sci-Fi
60074,1284,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
60684,1285,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
62434,1286,Zack and Miri Make a Porno (2008),Comedy|Drama|Romance
63131,1287,Role Models (2008),Comedy
64197,1288,Hunger (2008),Drama
64957,1289,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance
65596,1290,Mesrine: Killer Instinct (L'instinct de mort) (2008),Action|Crime|Drama|Thriller
66934,1291,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
67255,1292,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller
68073,1293,Pirate Radio (2009),Comedy|Drama
68159,1294,State of Play (2009),Crime|Drama|Thriller
68319,1295,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller
69122,1296,"Hangover, The (2009)",Comedy|Crime
69640,1297,Public Enemies (2009),Crime|Drama|Thriller
69951,1298,"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy
71108,1299,"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery
71156,1300,"Men Who Stare at Goats, The (2009)",Action|Comedy|Drama
71899,1301,Mary and Max (2009),Animation|Comedy|Drama
73268,1302,Daybreakers (2010),Action|Drama|Horror|Thriller
73321,1303,"Book of Eli, The (2010)",Action|Adventure|Drama
73323,1304,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",Action|Crime|Mystery
73499,1305,MacGyver: Lost Treasure of Atlantis (1994),Action|Adventure
74510,1306,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action|Crime|Drama|Mystery|Thriller
74789,1307,Alice in Wonderland (2010),Adventure|Fantasy|IMAX
74948,1308,Harry Brown (2009),Crime|Drama|Thriller
76077,1309,Hot Tub Time Machine (2010),Comedy|Sci-Fi
76175,1310,Clash of the Titans (2010),Action|Adventure|Drama|Fantasy
76251,1311,Kick-Ass (2010),Action|Comedy
77561,1312,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX
78469,1313,"A-Team, The (2010)",Action|Comedy|Thriller
79293,1314,Salt (2010),Action|Thriller
79592,1315,"Other Guys, The (2010)",Action|Comedy
79695,1316,"Expendables, The (2010)",Action|Adventure|Thriller
79702,1317,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance
80219,1318,Machete (2010),Action|Adventure|Comedy|Crime|Thriller
81788,1319,"Next Three Days, The (2010)",Crime|Drama|Romance|Thriller
83349,1320,"Green Hornet, The (2011)",Action|Comedy|Crime|Fantasy|Thriller|IMAX
84392,1321,"Lincoln Lawyer, The (2011)",Crime|Drama|Thriller
85354,1322,Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),Action|Crime
86190,1323,Hanna (2011),Action|Adventure|Mystery|Thriller
86332,1324,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX
86628,1325,Kill the Irishman (2011),Action|Crime
86880,1326,Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy|IMAX
87232,1327,X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller|War
88094,1328,Upside Down: The Creation Records Story (2010),Documentary
88129,1329,Drive (2011),Crime|Drama|Film-Noir|Thriller
88140,1330,Captain America: The First Avenger (2011),Action|Adventure|Sci-Fi|Thriller|War
90600,1331,Headhunters (Hodejegerne) (2011),Action|Crime|Thriller
91485,1332,"Expendables 2, The (2012)",Action|Adventure
91542,1333,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller
92094,1334,Einstein and Eddington (2008),Drama
95441,1335,Ted (2012),Comedy|Fantasy
96432,1336,Lawless (2012),Crime|Drama
96488,1337,Searching for Sugar Man (2012),Documentary
96655,1338,Robot & Frank (2012),Comedy|Drama|Sci-Fi
97752,1339,Cloud Atlas (2012),Drama|Sci-Fi|IMAX
98124,1340,"Batman: The Dark Knight Returns, Part 1 (2012)",Action|Animation|Sci-Fi
98585,1341,Hitchcock (2012),Drama
98809,1342,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX
99728,1343,Gangster Squad (2013),Action|Crime|Drama
99813,1344,"Batman: The Dark Knight Returns, Part 2 (2013)",Action|Animation
102125,1345,Iron Man 3 (2013),Action|Sci-Fi|Thriller|IMAX
102445,1346,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX
102903,1347,Now You See Me (2013),Crime|Mystery|Thriller
103253,1348,Elysium (2013),Action|Drama|Sci-Fi|IMAX
103772,1349,"Wolverine, The (2013)",Action|Adventure|Fantasy|Sci-Fi
104241,1350,Kick-Ass 2 (2013),Action|Comedy|Crime
104879,1351,Prisoners (2013),Drama|Mystery|Thriller
106072,1352,Thor: The Dark World (2013),Action|Adventure|Fantasy|IMAX
106487,1353,The Hunger Games: Catching Fire (2013),Action|Adventure|Sci-Fi|IMAX
106839,1354,Mandela: Long Walk to Freedom (2013),Drama
107846,1355,MacGyver: Trail to Doomsday (1994),Action|Adventure
111362,1356,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi
112183,1357,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama
112334,1358,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",Documentary
112421,1359,Frank (2014),Comedy|Drama|Mystery
114066,1360,"20,000 Days on Earth (2014)",Documentary|Drama|Musical
116797,1361,The Imitation Game (2014),Drama|Thriller|War
116823,1362,The Hunger Games: Mockingjay - Part 1 (2014),Adventure|Sci-Fi|Thriller
117176,1363,The Theory of Everything (2014),Drama|Romance
118900,1364,Wild (2014),Drama
122892,1365,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi
122900,1366,Ant-Man (2015),Action|Adventure|Sci-Fi
122918,1367,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi
122920,1368,Captain America: Civil War (2016),Action|Sci-Fi|Thriller
122926,1369,Untitled Spider-Man Reboot (2017),Action|Adventure|Fantasy
128620,1370,Victoria (2015),Crime|Drama|Romance
135569,1371,Star Trek Beyond (2016),Action|Adventure|Sci-Fi
139385,1372,The Revenant (2015),Adventure|Drama
140289,1373,Men & Chicken (2015),Comedy|Drama
141688,1374,Legend (2015),Crime|Thriller
142488,1375,Spotlight (2015),Thriller
144210,1376,Just Eat It: A Food Waste Story (2014),Documentary
145283,1377,Nowitzki: The Perfect Shot (2014),Documentary
148626,1378,"Big Short, The (2015)",Drama
150548,1379,Sherlock: The Abominable Bride (2016),Action|Crime|Drama|Mystery|Thriller
155168,1380,Fraktus (2012),Comedy
157108,1381,Texas - Doc Snyder hält die Welt in Atem (1993),Comedy|Western
157110,1382,00 Schneider - Jagd auf Nihil Baxter (1994),Comedy|Crime
158238,1383,The Nice Guys (2016),Crime|Mystery|Thriller
158972,1384,Toni Erdmann (2016),Drama
159093,1385,Now You See Me 2 (2016),Action|Comedy|Thriller
160438,1386,Jason Bourne (2016),Action
161582,1387,Hell or High Water (2016),Crime|Drama
162350,1388,The Magnificent Seven (2016),Action|Western
162606,1389,The Accountant (2016),Crime|Drama|Thriller
164179,1390,Arrival (2016),Sci-Fi
166015,1391,The African Doctor (2016),Comedy|Drama
168252,1392,Logan (2017),Action|Sci-Fi
171023,1393,The Hero (2017),Drama
176101,1394,Kingsman: The Golden Circle (2017),Action|Adventure|Comedy
177593,1395,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
180095,1396,Wonder (2017),Drama
180777,1397,Die Frauen von Ravensbrück (2005),Documentary
185135,1398,Sherlock - A Study in Pink (2010),Crime
12,1399,Dracula: Dead and Loving It (1995),Comedy|Horror
48,1400,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
64,1401,Two if by Sea (1996),Comedy|Romance
107,1402,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
118,1403,If Lucy Fell (1996),Comedy|Romance
173,1404,Judge Dredd (1995),Action|Crime|Sci-Fi
295,1405,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
325,1406,National Lampoon's Senior Trip (1995),Comedy
